year,state_short,state_long,indicator,value
1995,IL,Illinois,elem ba,2802
1995,IL,Illinois,other ba,1295
1995,IL,Illinois,sped ba,661
1995,IL,Illinois,stem ba,732
1995,IL,Illinois,elem ma,671
1995,IL,Illinois,other ma,4293
1995,IL,Illinois,sped ma,446
1995,IL,Illinois,stem ma,259
1995,IL,Illinois,elem phd,14
1995,IL,Illinois,other phd,308
1995,IL,Illinois,sped phd,22
1995,IL,Illinois,stem phd,32
1995,IL,Illinois,agg total,215103
1995,IL,Illinois,ba total,5490
1995,IL,Illinois,elem total,3487
1995,IL,Illinois,ma total,5669
1995,IL,Illinois,other total,5896
1995,IL,Illinois,phd total,376
1995,IL,Illinois,sped total,1129
1995,IL,Illinois,state total,11535
1995,IL,Illinois,stem total,1023
1995,IN,Indiana,elem ba,2048
1995,IN,Indiana,other ba,1195
1995,IN,Indiana,sped ba,182
1995,IN,Indiana,stem ba,207
1995,IN,Indiana,elem ma,274
1995,IN,Indiana,other ma,1058
1995,IN,Indiana,sped ma,136
1995,IN,Indiana,stem ma,59
1995,IN,Indiana,elem phd,1
1995,IN,Indiana,other phd,150
1995,IN,Indiana,sped phd,5
1995,IN,Indiana,stem phd,3
1995,IN,Indiana,agg total,215103
1995,IN,Indiana,ba total,3632
1995,IN,Indiana,elem total,2323
1995,IN,Indiana,ma total,1527
1995,IN,Indiana,other total,2403
1995,IN,Indiana,phd total,159
1995,IN,Indiana,sped total,323
1995,IN,Indiana,state total,5318
1995,IN,Indiana,stem total,269
1995,KS,Kansas,elem ba,1268
1995,KS,Kansas,other ba,740
1995,KS,Kansas,sped ba,4
1995,KS,Kansas,stem ba,41
1995,KS,Kansas,elem ma,80
1995,KS,Kansas,other ma,806
1995,KS,Kansas,sped ma,177
1995,KS,Kansas,stem ma,31
1995,KS,Kansas,elem phd,0
1995,KS,Kansas,other phd,95
1995,KS,Kansas,sped phd,14
1995,KS,Kansas,stem phd,0
1995,KS,Kansas,agg total,215103
1995,KS,Kansas,ba total,2053
1995,KS,Kansas,elem total,1348
1995,KS,Kansas,ma total,1094
1995,KS,Kansas,other total,1641
1995,KS,Kansas,phd total,109
1995,KS,Kansas,sped total,195
1995,KS,Kansas,state total,3256
1995,KS,Kansas,stem total,72
1995,KY,Kentucky,elem ba,1197
1995,KY,Kentucky,other ba,820
1995,KY,Kentucky,sped ba,232
1995,KY,Kentucky,stem ba,94
1995,KY,Kentucky,elem ma,561
1995,KY,Kentucky,other ma,1019
1995,KY,Kentucky,sped ma,107
1995,KY,Kentucky,stem ma,77
1995,KY,Kentucky,elem phd,0
1995,KY,Kentucky,other phd,45
1995,KY,Kentucky,sped phd,2
1995,KY,Kentucky,stem phd,7
1995,KY,Kentucky,agg total,215103
1995,KY,Kentucky,ba total,2343
1995,KY,Kentucky,elem total,1758
1995,KY,Kentucky,ma total,1764
1995,KY,Kentucky,other total,1884
1995,KY,Kentucky,phd total,54
1995,KY,Kentucky,sped total,341
1995,KY,Kentucky,state total,4161
1995,KY,Kentucky,stem total,178
1995,LA,Louisiana,elem ba,1292
1995,LA,Louisiana,other ba,869
1995,LA,Louisiana,sped ba,127
1995,LA,Louisiana,stem ba,95
1995,LA,Louisiana,elem ma,169
1995,LA,Louisiana,other ma,1030
1995,LA,Louisiana,sped ma,111
1995,LA,Louisiana,stem ma,42
1995,LA,Louisiana,elem phd,0
1995,LA,Louisiana,other phd,135
1995,LA,Louisiana,sped phd,2
1995,LA,Louisiana,stem phd,0
1995,LA,Louisiana,agg total,215103
1995,LA,Louisiana,ba total,2383
1995,LA,Louisiana,elem total,1461
1995,LA,Louisiana,ma total,1352
1995,LA,Louisiana,other total,2034
1995,LA,Louisiana,phd total,137
1995,LA,Louisiana,sped total,240
1995,LA,Louisiana,state total,3872
1995,LA,Louisiana,stem total,137
1995,MA,Massachusetts,elem ba,872
1995,MA,Massachusetts,other ba,675
1995,MA,Massachusetts,sped ba,123
1995,MA,Massachusetts,stem ba,25
1995,MA,Massachusetts,elem ma,443
1995,MA,Massachusetts,other ma,4031
1995,MA,Massachusetts,sped ma,444
1995,MA,Massachusetts,stem ma,383
1995,MA,Massachusetts,elem phd,3
1995,MA,Massachusetts,other phd,278
1995,MA,Massachusetts,sped phd,2
1995,MA,Massachusetts,stem phd,7
1995,MA,Massachusetts,agg total,215103
1995,MA,Massachusetts,ba total,1695
1995,MA,Massachusetts,elem total,1318
1995,MA,Massachusetts,ma total,5301
1995,MA,Massachusetts,other total,4984
1995,MA,Massachusetts,phd total,290
1995,MA,Massachusetts,sped total,569
1995,MA,Massachusetts,state total,7286
1995,MA,Massachusetts,stem total,415
1995,MD,Maryland,elem ba,1044
1995,MD,Maryland,other ba,439
1995,MD,Maryland,sped ba,54
1995,MD,Maryland,stem ba,47
1995,MD,Maryland,elem ma,110
1995,MD,Maryland,other ma,1284
1995,MD,Maryland,sped ma,308
1995,MD,Maryland,stem ma,33
1995,MD,Maryland,elem phd,0
1995,MD,Maryland,other phd,84
1995,MD,Maryland,sped phd,2
1995,MD,Maryland,stem phd,6
1995,MD,Maryland,agg total,215103
1995,MD,Maryland,ba total,1584
1995,MD,Maryland,elem total,1154
1995,MD,Maryland,ma total,1735
1995,MD,Maryland,other total,1807
1995,MD,Maryland,phd total,92
1995,MD,Maryland,sped total,364
1995,MD,Maryland,state total,3411
1995,MD,Maryland,stem total,86
1995,ME,Maine,elem ba,401
1995,ME,Maine,other ba,268
1995,ME,Maine,sped ba,75
1995,ME,Maine,stem ba,31
1995,ME,Maine,elem ma,15
1995,ME,Maine,other ma,257
1995,ME,Maine,sped ma,35
1995,ME,Maine,stem ma,4
1995,ME,Maine,elem phd,0
1995,ME,Maine,other phd,8
1995,ME,Maine,sped phd,0
1995,ME,Maine,stem phd,0
1995,ME,Maine,agg total,215103
1995,ME,Maine,ba total,775
1995,ME,Maine,elem total,416
1995,ME,Maine,ma total,311
1995,ME,Maine,other total,533
1995,ME,Maine,phd total,8
1995,ME,Maine,sped total,110
1995,ME,Maine,state total,1094
1995,ME,Maine,stem total,35
1995,MI,Michigan,elem ba,1517
1995,MI,Michigan,other ba,1129
1995,MI,Michigan,sped ba,515
1995,MI,Michigan,stem ba,364
1995,MI,Michigan,elem ma,499
1995,MI,Michigan,other ma,2046
1995,MI,Michigan,sped ma,334
1995,MI,Michigan,stem ma,182
1995,MI,Michigan,elem phd,0
1995,MI,Michigan,other phd,180
1995,MI,Michigan,sped phd,1
1995,MI,Michigan,stem phd,24
1995,MI,Michigan,agg total,215103
1995,MI,Michigan,ba total,3525
1995,MI,Michigan,elem total,2016
1995,MI,Michigan,ma total,3061
1995,MI,Michigan,other total,3355
1995,MI,Michigan,phd total,205
1995,MI,Michigan,sped total,850
1995,MI,Michigan,state total,6791
1995,MI,Michigan,stem total,570
1995,MN,Minnesota,elem ba,1543
1995,MN,Minnesota,other ba,913
1995,MN,Minnesota,sped ba,119
1995,MN,Minnesota,stem ba,168
1995,MN,Minnesota,elem ma,154
1995,MN,Minnesota,other ma,1243
1995,MN,Minnesota,sped ma,247
1995,MN,Minnesota,stem ma,124
1995,MN,Minnesota,elem phd,0
1995,MN,Minnesota,other phd,84
1995,MN,Minnesota,sped phd,0
1995,MN,Minnesota,stem phd,4
1995,MN,Minnesota,agg total,215103
1995,MN,Minnesota,ba total,2743
1995,MN,Minnesota,elem total,1697
1995,MN,Minnesota,ma total,1768
1995,MN,Minnesota,other total,2240
1995,MN,Minnesota,phd total,88
1995,MN,Minnesota,sped total,366
1995,MN,Minnesota,state total,4599
1995,MN,Minnesota,stem total,296
1995,MO,Missouri,elem ba,1642
1995,MO,Missouri,other ba,1111
1995,MO,Missouri,sped ba,257
1995,MO,Missouri,stem ba,87
1995,MO,Missouri,elem ma,215
1995,MO,Missouri,other ma,1573
1995,MO,Missouri,sped ma,113
1995,MO,Missouri,stem ma,58
1995,MO,Missouri,elem phd,0
1995,MO,Missouri,other phd,121
1995,MO,Missouri,sped phd,7
1995,MO,Missouri,stem phd,0
1995,MO,Missouri,agg total,215103
1995,MO,Missouri,ba total,3097
1995,MO,Missouri,elem total,1857
1995,MO,Missouri,ma total,1959
1995,MO,Missouri,other total,2805
1995,MO,Missouri,phd total,128
1995,MO,Missouri,sped total,377
1995,MO,Missouri,state total,5184
1995,MO,Missouri,stem total,145
1995,MS,Mississippi,elem ba,845
1995,MS,Mississippi,other ba,445
1995,MS,Mississippi,sped ba,119
1995,MS,Mississippi,stem ba,42
1995,MS,Mississippi,elem ma,133
1995,MS,Mississippi,other ma,649
1995,MS,Mississippi,sped ma,60
1995,MS,Mississippi,stem ma,75
1995,MS,Mississippi,elem phd,1
1995,MS,Mississippi,other phd,102
1995,MS,Mississippi,sped phd,0
1995,MS,Mississippi,stem phd,2
1995,MS,Mississippi,agg total,215103
1995,MS,Mississippi,ba total,1451
1995,MS,Mississippi,elem total,979
1995,MS,Mississippi,ma total,917
1995,MS,Mississippi,other total,1196
1995,MS,Mississippi,phd total,105
1995,MS,Mississippi,sped total,179
1995,MS,Mississippi,state total,2473
1995,MS,Mississippi,stem total,119
1995,MT,Montana,elem ba,403
1995,MT,Montana,other ba,223
1995,MT,Montana,sped ba,38
1995,MT,Montana,stem ba,38
1995,MT,Montana,elem ma,12
1995,MT,Montana,other ma,195
1995,MT,Montana,sped ma,9
1995,MT,Montana,stem ma,4
1995,MT,Montana,elem phd,0
1995,MT,Montana,other phd,20
1995,MT,Montana,sped phd,0
1995,MT,Montana,stem phd,0
1995,MT,Montana,agg total,215103
1995,MT,Montana,ba total,702
1995,MT,Montana,elem total,415
1995,MT,Montana,ma total,220
1995,MT,Montana,other total,438
1995,MT,Montana,phd total,20
1995,MT,Montana,sped total,47
1995,MT,Montana,state total,942
1995,MT,Montana,stem total,42
1995,NAT,National,ba total,105926
1995,NAT,National,elem total,68331
1995,NAT,National,ma total,99226
1995,NAT,National,other total,111826
1995,NAT,National,phd total,6552
1995,NAT,National,sped total,20578
1995,NAT,National,state total,211704
1995,NAT,National,stem total,10969
1995,NC,North Carolina,elem ba,1326
1995,NC,North Carolina,other ba,1062
1995,NC,North Carolina,sped ba,224
1995,NC,North Carolina,stem ba,481
1995,NC,North Carolina,elem ma,282
1995,NC,North Carolina,other ma,1069
1995,NC,North Carolina,sped ma,216
1995,NC,North Carolina,stem ma,107
1995,NC,North Carolina,elem phd,0
1995,NC,North Carolina,other phd,100
1995,NC,North Carolina,sped phd,6
1995,NC,North Carolina,stem phd,5
1995,NC,North Carolina,agg total,215103
1995,NC,North Carolina,ba total,3093
1995,NC,North Carolina,elem total,1608
1995,NC,North Carolina,ma total,1674
1995,NC,North Carolina,other total,2231
1995,NC,North Carolina,phd total,111
1995,NC,North Carolina,sped total,446
1995,NC,North Carolina,state total,4878
1995,NC,North Carolina,stem total,593
1995,ND,North Dakota,elem ba,327
1995,ND,North Dakota,other ba,257
1995,ND,North Dakota,sped ba,47
1995,ND,North Dakota,stem ba,51
1995,ND,North Dakota,elem ma,14
1995,ND,North Dakota,other ma,159
1995,ND,North Dakota,sped ma,26
1995,ND,North Dakota,stem ma,5
1995,ND,North Dakota,elem phd,0
1995,ND,North Dakota,other phd,27
1995,ND,North Dakota,sped phd,0
1995,ND,North Dakota,stem phd,0
1995,ND,North Dakota,agg total,215103
1995,ND,North Dakota,ba total,682
1995,ND,North Dakota,elem total,341
1995,ND,North Dakota,ma total,204
1995,ND,North Dakota,other total,443
1995,ND,North Dakota,phd total,27
1995,ND,North Dakota,sped total,73
1995,ND,North Dakota,state total,913
1995,ND,North Dakota,stem total,56
1995,NE,Nebraska,elem ba,827
1995,NE,Nebraska,other ba,506
1995,NE,Nebraska,sped ba,78
1995,NE,Nebraska,stem ba,69
1995,NE,Nebraska,elem ma,72
1995,NE,Nebraska,other ma,640
1995,NE,Nebraska,sped ma,79
1995,NE,Nebraska,stem ma,12
1995,NE,Nebraska,elem phd,0
1995,NE,Nebraska,other phd,50
1995,NE,Nebraska,sped phd,0
1995,NE,Nebraska,stem phd,0
1995,NE,Nebraska,agg total,215103
1995,NE,Nebraska,ba total,1480
1995,NE,Nebraska,elem total,899
1995,NE,Nebraska,ma total,803
1995,NE,Nebraska,other total,1196
1995,NE,Nebraska,phd total,50
1995,NE,Nebraska,sped total,157
1995,NE,Nebraska,state total,2333
1995,NE,Nebraska,stem total,81
1995,NH,New Hampshire,elem ba,253
1995,NH,New Hampshire,other ba,252
1995,NH,New Hampshire,sped ba,59
1995,NH,New Hampshire,stem ba,27
1995,NH,New Hampshire,elem ma,131
1995,NH,New Hampshire,other ma,403
1995,NH,New Hampshire,sped ma,27
1995,NH,New Hampshire,stem ma,0
1995,NH,New Hampshire,elem phd,0
1995,NH,New Hampshire,other phd,4
1995,NH,New Hampshire,sped phd,0
1995,NH,New Hampshire,stem phd,0
1995,NH,New Hampshire,agg total,215103
1995,NH,New Hampshire,ba total,591
1995,NH,New Hampshire,elem total,384
1995,NH,New Hampshire,ma total,561
1995,NH,New Hampshire,other total,659
1995,NH,New Hampshire,phd total,4
1995,NH,New Hampshire,sped total,86
1995,NH,New Hampshire,state total,1156
1995,NH,New Hampshire,stem total,27
1995,NJ,New Jersey,elem ba,935
1995,NJ,New Jersey,other ba,498
1995,NJ,New Jersey,sped ba,404
1995,NJ,New Jersey,stem ba,101
1995,NJ,New Jersey,elem ma,382
1995,NJ,New Jersey,other ma,1588
1995,NJ,New Jersey,sped ma,235
1995,NJ,New Jersey,stem ma,57
1995,NJ,New Jersey,elem phd,3
1995,NJ,New Jersey,other phd,21
1995,NJ,New Jersey,sped phd,3
1995,NJ,New Jersey,stem phd,11
1995,NJ,New Jersey,agg total,215103
1995,NJ,New Jersey,ba total,1938
1995,NJ,New Jersey,elem total,1320
1995,NJ,New Jersey,ma total,2262
1995,NJ,New Jersey,other total,2107
1995,NJ,New Jersey,phd total,38
1995,NJ,New Jersey,sped total,642
1995,NJ,New Jersey,state total,4238
1995,NJ,New Jersey,stem total,169
1995,NM,New Mexico,elem ba,563
1995,NM,New Mexico,other ba,262
1995,NM,New Mexico,sped ba,161
1995,NM,New Mexico,stem ba,21
1995,NM,New Mexico,elem ma,149
1995,NM,New Mexico,other ma,529
1995,NM,New Mexico,sped ma,87
1995,NM,New Mexico,stem ma,78
1995,NM,New Mexico,elem phd,0
1995,NM,New Mexico,other phd,74
1995,NM,New Mexico,sped phd,6
1995,NM,New Mexico,stem phd,5
1995,NM,New Mexico,agg total,215103
1995,NM,New Mexico,ba total,1007
1995,NM,New Mexico,elem total,712
1995,NM,New Mexico,ma total,843
1995,NM,New Mexico,other total,865
1995,NM,New Mexico,phd total,85
1995,NM,New Mexico,sped total,254
1995,NM,New Mexico,state total,1935
1995,NM,New Mexico,stem total,104
1995,NV,Nevada,elem ba,200
1995,NV,Nevada,other ba,159
1995,NV,Nevada,sped ba,75
1995,NV,Nevada,stem ba,10
1995,NV,Nevada,elem ma,10
1995,NV,Nevada,other ma,217
1995,NV,Nevada,sped ma,80
1995,NV,Nevada,stem ma,0
1995,NV,Nevada,elem phd,0
1995,NV,Nevada,other phd,15
1995,NV,Nevada,sped phd,0
1995,NV,Nevada,stem phd,0
1995,NV,Nevada,agg total,215103
1995,NV,Nevada,ba total,444
1995,NV,Nevada,elem total,210
1995,NV,Nevada,ma total,307
1995,NV,Nevada,other total,391
1995,NV,Nevada,phd total,15
1995,NV,Nevada,sped total,155
1995,NV,Nevada,state total,766
1995,NV,Nevada,stem total,10
1995,NY,New York,elem ba,2920
1995,NY,New York,other ba,2373
1995,NY,New York,sped ba,1120
1995,NY,New York,stem ba,506
1995,NY,New York,elem ma,3696
1995,NY,New York,other ma,6055
1995,NY,New York,sped ma,2350
1995,NY,New York,stem ma,739
1995,NY,New York,elem phd,9
1995,NY,New York,other phd,327
1995,NY,New York,sped phd,19
1995,NY,New York,stem phd,18
1995,NY,New York,agg total,215103
1995,NY,New York,ba total,6919
1995,NY,New York,elem total,6625
1995,NY,New York,ma total,12840
1995,NY,New York,other total,8755
1995,NY,New York,phd total,373
1995,NY,New York,sped total,3489
1995,NY,New York,state total,20132
1995,NY,New York,stem total,1263
1995,OH,Ohio,elem ba,3170
1995,OH,Ohio,other ba,1958
1995,OH,Ohio,sped ba,510
1995,OH,Ohio,stem ba,340
1995,OH,Ohio,elem ma,303
1995,OH,Ohio,other ma,3593
1995,OH,Ohio,sped ma,252
1995,OH,Ohio,stem ma,127
1995,OH,Ohio,elem phd,10
1995,OH,Ohio,other phd,354
1995,OH,Ohio,sped phd,11
1995,OH,Ohio,stem phd,9
1995,OH,Ohio,agg total,215103
1995,OH,Ohio,ba total,5978
1995,OH,Ohio,elem total,3483
1995,OH,Ohio,ma total,4275
1995,OH,Ohio,other total,5905
1995,OH,Ohio,phd total,384
1995,OH,Ohio,sped total,773
1995,OH,Ohio,state total,10637
1995,OH,Ohio,stem total,476
1995,OK,Oklahoma,elem ba,1485
1995,OK,Oklahoma,other ba,1065
1995,OK,Oklahoma,sped ba,267
1995,OK,Oklahoma,stem ba,182
1995,OK,Oklahoma,elem ma,228
1995,OK,Oklahoma,other ma,910
1995,OK,Oklahoma,sped ma,150
1995,OK,Oklahoma,stem ma,36
1995,OK,Oklahoma,elem phd,1
1995,OK,Oklahoma,other phd,78
1995,OK,Oklahoma,sped phd,1
1995,OK,Oklahoma,stem phd,4
1995,OK,Oklahoma,agg total,215103
1995,OK,Oklahoma,ba total,2999
1995,OK,Oklahoma,elem total,1714
1995,OK,Oklahoma,ma total,1324
1995,OK,Oklahoma,other total,2053
1995,OK,Oklahoma,phd total,84
1995,OK,Oklahoma,sped total,418
1995,OK,Oklahoma,state total,4407
1995,OK,Oklahoma,stem total,222
1995,OR,Oregon,elem ba,317
1995,OR,Oregon,other ba,336
1995,OR,Oregon,sped ba,0
1995,OR,Oregon,stem ba,0
1995,OR,Oregon,elem ma,167
1995,OR,Oregon,other ma,1016
1995,OR,Oregon,sped ma,176
1995,OR,Oregon,stem ma,63
1995,OR,Oregon,elem phd,0
1995,OR,Oregon,other phd,68
1995,OR,Oregon,sped phd,14
1995,OR,Oregon,stem phd,1
1995,OR,Oregon,agg total,215103
1995,OR,Oregon,ba total,653
1995,OR,Oregon,elem total,484
1995,OR,Oregon,ma total,1422
1995,OR,Oregon,other total,1420
1995,OR,Oregon,phd total,83
1995,OR,Oregon,sped total,190
1995,OR,Oregon,state total,2158
1995,OR,Oregon,stem total,64
1995,PA,Pennsylvania,elem ba,4372
1995,PA,Pennsylvania,other ba,1941
1995,PA,Pennsylvania,sped ba,837
1995,PA,Pennsylvania,stem ba,189
1995,PA,Pennsylvania,elem ma,717
1995,PA,Pennsylvania,other ma,2759
1995,PA,Pennsylvania,sped ma,367
1995,PA,Pennsylvania,stem ma,178
1995,PA,Pennsylvania,elem phd,10
1995,PA,Pennsylvania,other phd,299
1995,PA,Pennsylvania,sped phd,3
1995,PA,Pennsylvania,stem phd,32
1995,PA,Pennsylvania,agg total,215103
1995,PA,Pennsylvania,ba total,7339
1995,PA,Pennsylvania,elem total,5099
1995,PA,Pennsylvania,ma total,4021
1995,PA,Pennsylvania,other total,4999
1995,PA,Pennsylvania,phd total,344
1995,PA,Pennsylvania,sped total,1207
1995,PA,Pennsylvania,state total,11704
1995,PA,Pennsylvania,stem total,399
1995,RI,Rhode Island,elem ba,178
1995,RI,Rhode Island,other ba,272
1995,RI,Rhode Island,sped ba,194
1995,RI,Rhode Island,stem ba,42
1995,RI,Rhode Island,elem ma,102
1995,RI,Rhode Island,other ma,259
1995,RI,Rhode Island,sped ma,73
1995,RI,Rhode Island,stem ma,18
1995,RI,Rhode Island,elem phd,0
1995,RI,Rhode Island,other phd,0
1995,RI,Rhode Island,sped phd,0
1995,RI,Rhode Island,stem phd,0
1995,RI,Rhode Island,agg total,215103
1995,RI,Rhode Island,ba total,686
1995,RI,Rhode Island,elem total,280
1995,RI,Rhode Island,ma total,452
1995,RI,Rhode Island,other total,531
1995,RI,Rhode Island,phd total,0
1995,RI,Rhode Island,sped total,267
1995,RI,Rhode Island,state total,1138
1995,RI,Rhode Island,stem total,60
1995,SC,South Carolina,elem ba,1342
1995,SC,South Carolina,other ba,559
1995,SC,South Carolina,sped ba,212
1995,SC,South Carolina,stem ba,89
1995,SC,South Carolina,elem ma,411
1995,SC,South Carolina,other ma,912
1995,SC,South Carolina,sped ma,159
1995,SC,South Carolina,stem ma,38
1995,SC,South Carolina,elem phd,4
1995,SC,South Carolina,other phd,73
1995,SC,South Carolina,sped phd,0
1995,SC,South Carolina,stem phd,7
1995,SC,South Carolina,agg total,215103
1995,SC,South Carolina,ba total,2202
1995,SC,South Carolina,elem total,1757
1995,SC,South Carolina,ma total,1520
1995,SC,South Carolina,other total,1544
1995,SC,South Carolina,phd total,84
1995,SC,South Carolina,sped total,371
1995,SC,South Carolina,state total,3806
1995,SC,South Carolina,stem total,134
1995,SD,South Dakota,elem ba,349
1995,SD,South Dakota,other ba,157
1995,SD,South Dakota,sped ba,69
1995,SD,South Dakota,stem ba,45
1995,SD,South Dakota,elem ma,60
1995,SD,South Dakota,other ma,242
1995,SD,South Dakota,sped ma,15
1995,SD,South Dakota,stem ma,1
1995,SD,South Dakota,elem phd,0
1995,SD,South Dakota,other phd,41
1995,SD,South Dakota,sped phd,0
1995,SD,South Dakota,stem phd,0
1995,SD,South Dakota,agg total,215103
1995,SD,South Dakota,ba total,620
1995,SD,South Dakota,elem total,409
1995,SD,South Dakota,ma total,318
1995,SD,South Dakota,other total,440
1995,SD,South Dakota,phd total,41
1995,SD,South Dakota,sped total,84
1995,SD,South Dakota,state total,979
1995,SD,South Dakota,stem total,46
1995,TN,Tennessee,elem ba,400
1995,TN,Tennessee,other ba,644
1995,TN,Tennessee,sped ba,213
1995,TN,Tennessee,stem ba,111
1995,TN,Tennessee,elem ma,129
1995,TN,Tennessee,other ma,1701
1995,TN,Tennessee,sped ma,185
1995,TN,Tennessee,stem ma,106
1995,TN,Tennessee,elem phd,2
1995,TN,Tennessee,other phd,125
1995,TN,Tennessee,sped phd,4
1995,TN,Tennessee,stem phd,2
1995,TN,Tennessee,agg total,215103
1995,TN,Tennessee,ba total,1368
1995,TN,Tennessee,elem total,531
1995,TN,Tennessee,ma total,2121
1995,TN,Tennessee,other total,2470
1995,TN,Tennessee,phd total,133
1995,TN,Tennessee,sped total,402
1995,TN,Tennessee,state total,3622
1995,TN,Tennessee,stem total,219
1995,TX,Texas,elem ba,1111
1995,TX,Texas,other ba,1394
1995,TX,Texas,sped ba,49
1995,TX,Texas,stem ba,57
1995,TX,Texas,elem ma,369
1995,TX,Texas,other ma,3680
1995,TX,Texas,sped ma,346
1995,TX,Texas,stem ma,197
1995,TX,Texas,elem phd,14
1995,TX,Texas,other phd,365
1995,TX,Texas,sped phd,17
1995,TX,Texas,stem phd,34
1995,TX,Texas,agg total,215103
1995,TX,Texas,ba total,2611
1995,TX,Texas,elem total,1494
1995,TX,Texas,ma total,4592
1995,TX,Texas,other total,5439
1995,TX,Texas,phd total,430
1995,TX,Texas,sped total,412
1995,TX,Texas,state total,7633
1995,TX,Texas,stem total,288
1995,UT,Utah,elem ba,996
1995,UT,Utah,other ba,713
1995,UT,Utah,sped ba,154
1995,UT,Utah,stem ba,101
1995,UT,Utah,elem ma,106
1995,UT,Utah,other ma,242
1995,UT,Utah,sped ma,82
1995,UT,Utah,stem ma,49
1995,UT,Utah,elem phd,0
1995,UT,Utah,other phd,38
1995,UT,Utah,sped phd,4
1995,UT,Utah,stem phd,6
1995,UT,Utah,agg total,215103
1995,UT,Utah,ba total,1964
1995,UT,Utah,elem total,1102
1995,UT,Utah,ma total,479
1995,UT,Utah,other total,993
1995,UT,Utah,phd total,48
1995,UT,Utah,sped total,240
1995,UT,Utah,state total,2491
1995,UT,Utah,stem total,156
1995,VA,Virginia,elem ba,79
1995,VA,Virginia,other ba,796
1995,VA,Virginia,sped ba,10
1995,VA,Virginia,stem ba,28
1995,VA,Virginia,elem ma,569
1995,VA,Virginia,other ma,2151
1995,VA,Virginia,sped ma,346
1995,VA,Virginia,stem ma,88
1995,VA,Virginia,elem phd,0
1995,VA,Virginia,other phd,186
1995,VA,Virginia,sped phd,0
1995,VA,Virginia,stem phd,16
1995,VA,Virginia,agg total,215103
1995,VA,Virginia,ba total,913
1995,VA,Virginia,elem total,648
1995,VA,Virginia,ma total,3154
1995,VA,Virginia,other total,3133
1995,VA,Virginia,phd total,202
1995,VA,Virginia,sped total,356
