,year,state_short,state_long,indicator,value
11991,1995,KY,Kentucky,PhD Total,54
11992,1995,KY,Kentucky,SPED Total,341
11993,1995,KY,Kentucky,State Total,4161
11994,1995,KY,Kentucky,STEM Total,178
12008,1995,LA,Louisiana,Bachelor Total,2383
12009,1995,LA,Louisiana,Elementary Total,1461
12010,1995,LA,Louisiana,Masters Total,1352
12011,1995,LA,Louisiana,Other Total,2034
12012,1995,LA,Louisiana,PhD Total,137
12013,1995,LA,Louisiana,SPED Total,240
12014,1995,LA,Louisiana,State Total,3872
12015,1995,LA,Louisiana,STEM Total,137
12029,1995,MA,Massachusetts,Bachelor Total,1695
12030,1995,MA,Massachusetts,Elementary Total,1318
12031,1995,MA,Massachusetts,Masters Total,5301
12032,1995,MA,Massachusetts,Other Total,4984
12033,1995,MA,Massachusetts,PhD Total,290
12034,1995,MA,Massachusetts,SPED Total,569
12035,1995,MA,Massachusetts,State Total,7286
12036,1995,MA,Massachusetts,STEM Total,415
12050,1995,MD,Maryland,Bachelor Total,1584
12051,1995,MD,Maryland,Elementary Total,1154
12052,1995,MD,Maryland,Masters Total,1735
12053,1995,MD,Maryland,Other Total,1807
12054,1995,MD,Maryland,PhD Total,92
12055,1995,MD,Maryland,SPED Total,364
12056,1995,MD,Maryland,State Total,3411
12057,1995,MD,Maryland,STEM Total,86
12071,1995,ME,Maine,Bachelor Total,775
12072,1995,ME,Maine,Elementary Total,416
12073,1995,ME,Maine,Masters Total,311
12074,1995,ME,Maine,Other Total,533
12075,1995,ME,Maine,PhD Total,8
12076,1995,ME,Maine,SPED Total,110
12077,1995,ME,Maine,State Total,1094
12078,1995,ME,Maine,STEM Total,35
12092,1995,MI,Michigan,Bachelor Total,3525
12093,1995,MI,Michigan,Elementary Total,2016
12094,1995,MI,Michigan,Masters Total,3061
12095,1995,MI,Michigan,Other Total,3355
12096,1995,MI,Michigan,PhD Total,205
12097,1995,MI,Michigan,SPED Total,850
12098,1995,MI,Michigan,State Total,6791
12099,1995,MI,Michigan,STEM Total,570
12113,1995,MN,Minnesota,Bachelor Total,2743
12114,1995,MN,Minnesota,Elementary Total,1697
12115,1995,MN,Minnesota,Masters Total,1768
12116,1995,MN,Minnesota,Other Total,2240
12117,1995,MN,Minnesota,PhD Total,88
12118,1995,MN,Minnesota,SPED Total,366
12119,1995,MN,Minnesota,State Total,4599
12120,1995,MN,Minnesota,STEM Total,296
12134,1995,MO,Missouri,Bachelor Total,3097
12135,1995,MO,Missouri,Elementary Total,1857
12136,1995,MO,Missouri,Masters Total,1959
12137,1995,MO,Missouri,Other Total,2805
12138,1995,MO,Missouri,PhD Total,128
12139,1995,MO,Missouri,SPED Total,377
12140,1995,MO,Missouri,State Total,5184
12141,1995,MO,Missouri,STEM Total,145
12155,1995,MS,Mississippi,Bachelor Total,1451
12156,1995,MS,Mississippi,Elementary Total,979
12157,1995,MS,Mississippi,Masters Total,917
12158,1995,MS,Mississippi,Other Total,1196
12159,1995,MS,Mississippi,PhD Total,105
12160,1995,MS,Mississippi,SPED Total,179
12161,1995,MS,Mississippi,State Total,2473
12162,1995,MS,Mississippi,STEM Total,119
12176,1995,MT,Montana,Bachelor Total,702
12177,1995,MT,Montana,Elementary Total,415
12178,1995,MT,Montana,Masters Total,220
12179,1995,MT,Montana,Other Total,438
12180,1995,MT,Montana,PhD Total,20
12181,1995,MT,Montana,SPED Total,47
12182,1995,MT,Montana,State Total,942
12183,1995,MT,Montana,STEM Total,42
12184,1995,NAT,National Total,Bachelor Total,105926
12185,1995,NAT,National Total,Elementary Total,68331
12186,1995,NAT,National Total,Masters Total,99226
12187,1995,NAT,National Total,Other Total,111826
12188,1995,NAT,National Total,PhD Total,6552
12189,1995,NAT,National Total,SPED Total,20578
12190,1995,NAT,National Total,State Total,211704
12191,1995,NAT,National Total,STEM Total,10969
12205,1995,NC,North Carolina,Bachelor Total,3093
12206,1995,NC,North Carolina,Elementary Total,1608
12207,1995,NC,North Carolina,Masters Total,1674
12208,1995,NC,North Carolina,Other Total,2231
12209,1995,NC,North Carolina,PhD Total,111
12210,1995,NC,North Carolina,SPED Total,446
12211,1995,NC,North Carolina,State Total,4878
12212,1995,NC,North Carolina,STEM Total,593
12226,1995,ND,North Dakota,Bachelor Total,682
12227,1995,ND,North Dakota,Elementary Total,341
12228,1995,ND,North Dakota,Masters Total,204
12229,1995,ND,North Dakota,Other Total,443
12230,1995,ND,North Dakota,PhD Total,27
12231,1995,ND,North Dakota,SPED Total,73
12232,1995,ND,North Dakota,State Total,913
12233,1995,ND,North Dakota,STEM Total,56
12247,1995,NE,Nebraska,Bachelor Total,1480
12248,1995,NE,Nebraska,Elementary Total,899
12249,1995,NE,Nebraska,Masters Total,803
12250,1995,NE,Nebraska,Other Total,1196
12251,1995,NE,Nebraska,PhD Total,50
12252,1995,NE,Nebraska,SPED Total,157
12253,1995,NE,Nebraska,State Total,2333
12254,1995,NE,Nebraska,STEM Total,81
12268,1995,NH,New Hampshire,Bachelor Total,591
12269,1995,NH,New Hampshire,Elementary Total,384
12270,1995,NH,New Hampshire,Masters Total,561
12271,1995,NH,New Hampshire,Other Total,659
12272,1995,NH,New Hampshire,PhD Total,4
12273,1995,NH,New Hampshire,SPED Total,86
12274,1995,NH,New Hampshire,State Total,1156
12275,1995,NH,New Hampshire,STEM Total,27
12289,1995,NJ,New Jersey,Bachelor Total,1938
12290,1995,NJ,New Jersey,Elementary Total,1320
12291,1995,NJ,New Jersey,Masters Total,2262
12292,1995,NJ,New Jersey,Other Total,2107
12293,1995,NJ,New Jersey,PhD Total,38
12294,1995,NJ,New Jersey,SPED Total,642
12295,1995,NJ,New Jersey,State Total,4238
12296,1995,NJ,New Jersey,STEM Total,169
12310,1995,NM,New Mexico,Bachelor Total,1007
12311,1995,NM,New Mexico,Elementary Total,712
12312,1995,NM,New Mexico,Masters Total,843
12313,1995,NM,New Mexico,Other Total,865
12314,1995,NM,New Mexico,PhD Total,85
12315,1995,NM,New Mexico,SPED Total,254
12316,1995,NM,New Mexico,State Total,1935
12317,1995,NM,New Mexico,STEM Total,104
12331,1995,NV,Nevada,Bachelor Total,444
12332,1995,NV,Nevada,Elementary Total,210
12333,1995,NV,Nevada,Masters Total,307
12334,1995,NV,Nevada,Other Total,391
12335,1995,NV,Nevada,PhD Total,15
12336,1995,NV,Nevada,SPED Total,155
12337,1995,NV,Nevada,State Total,766
12338,1995,NV,Nevada,STEM Total,10
12352,1995,NY,New York,Bachelor Total,6919
12353,1995,NY,New York,Elementary Total,6625
12354,1995,NY,New York,Masters Total,12840
12355,1995,NY,New York,Other Total,8755
12356,1995,NY,New York,PhD Total,373
12357,1995,NY,New York,SPED Total,3489
12358,1995,NY,New York,State Total,20132
12359,1995,NY,New York,STEM Total,1263
12373,1995,OH,Ohio,Bachelor Total,5978
12374,1995,OH,Ohio,Elementary Total,3483
12375,1995,OH,Ohio,Masters Total,4275
12376,1995,OH,Ohio,Other Total,5905
12377,1995,OH,Ohio,PhD Total,384
12378,1995,OH,Ohio,SPED Total,773
12379,1995,OH,Ohio,State Total,10637
12380,1995,OH,Ohio,STEM Total,476
12394,1995,OK,Oklahoma,Bachelor Total,2999
12395,1995,OK,Oklahoma,Elementary Total,1714
12396,1995,OK,Oklahoma,Masters Total,1324
12397,1995,OK,Oklahoma,Other Total,2053
12398,1995,OK,Oklahoma,PhD Total,84
12399,1995,OK,Oklahoma,SPED Total,418
12400,1995,OK,Oklahoma,State Total,4407
12401,1995,OK,Oklahoma,STEM Total,222
12415,1995,OR,Oregon,Bachelor Total,653
12416,1995,OR,Oregon,Elementary Total,484
12417,1995,OR,Oregon,Masters Total,1422
12418,1995,OR,Oregon,Other Total,1420
12419,1995,OR,Oregon,PhD Total,83
12420,1995,OR,Oregon,SPED Total,190
12421,1995,OR,Oregon,State Total,2158
12422,1995,OR,Oregon,STEM Total,64
12436,1995,PA,Pennsylvania,Bachelor Total,7339
12437,1995,PA,Pennsylvania,Elementary Total,5099
12438,1995,PA,Pennsylvania,Masters Total,4021
12439,1995,PA,Pennsylvania,Other Total,4999
12440,1995,PA,Pennsylvania,PhD Total,344
12441,1995,PA,Pennsylvania,SPED Total,1207
12442,1995,PA,Pennsylvania,State Total,11704
12443,1995,PA,Pennsylvania,STEM Total,399
12457,1995,RI,Rhode Island,Bachelor Total,686
12458,1995,RI,Rhode Island,Elementary Total,280
12459,1995,RI,Rhode Island,Masters Total,452
12460,1995,RI,Rhode Island,Other Total,531
12461,1995,RI,Rhode Island,PhD Total,0
12462,1995,RI,Rhode Island,SPED Total,267
12463,1995,RI,Rhode Island,State Total,1138
12464,1995,RI,Rhode Island,STEM Total,60
12478,1995,SC,South Carolina,Bachelor Total,2202
12479,1995,SC,South Carolina,Elementary Total,1757
12480,1995,SC,South Carolina,Masters Total,1520
12481,1995,SC,South Carolina,Other Total,1544
12482,1995,SC,South Carolina,PhD Total,84
12483,1995,SC,South Carolina,SPED Total,371
12484,1995,SC,South Carolina,State Total,3806
12485,1995,SC,South Carolina,STEM Total,134
12499,1995,SD,South Dakota,Bachelor Total,620
12500,1995,SD,South Dakota,Elementary Total,409
12501,1995,SD,South Dakota,Masters Total,318
12502,1995,SD,South Dakota,Other Total,440
12503,1995,SD,South Dakota,PhD Total,41
12504,1995,SD,South Dakota,SPED Total,84
12505,1995,SD,South Dakota,State Total,979
12506,1995,SD,South Dakota,STEM Total,46
12520,1995,TN,Tennessee,Bachelor Total,1368
12521,1995,TN,Tennessee,Elementary Total,531
12522,1995,TN,Tennessee,Masters Total,2121
12523,1995,TN,Tennessee,Other Total,2470
12524,1995,TN,Tennessee,PhD Total,133
12525,1995,TN,Tennessee,SPED Total,402
12526,1995,TN,Tennessee,State Total,3622
12527,1995,TN,Tennessee,STEM Total,219
12541,1995,TX,Texas,Bachelor Total,2611
12542,1995,TX,Texas,Elementary Total,1494
12543,1995,TX,Texas,Masters Total,4592
12544,1995,TX,Texas,Other Total,5439
12545,1995,TX,Texas,PhD Total,430
12546,1995,TX,Texas,SPED Total,412
12547,1995,TX,Texas,State Total,7633
12548,1995,TX,Texas,STEM Total,288
12562,1995,UT,Utah,Bachelor Total,1964
12563,1995,UT,Utah,Elementary Total,1102
12564,1995,UT,Utah,Masters Total,479
12565,1995,UT,Utah,Other Total,993
12566,1995,UT,Utah,PhD Total,48
12567,1995,UT,Utah,SPED Total,240
12568,1995,UT,Utah,State Total,2491
12569,1995,UT,Utah,STEM Total,156
12583,1995,VA,Virginia,Bachelor Total,913
12584,1995,VA,Virginia,Elementary Total,648
12585,1995,VA,Virginia,Masters Total,3154
12586,1995,VA,Virginia,Other Total,3133
12587,1995,VA,Virginia,PhD Total,202
12588,1995,VA,Virginia,SPED Total,356
12589,1995,VA,Virginia,State Total,4269
12590,1995,VA,Virginia,STEM Total,132
12604,1995,VT,Vermont,Bachelor Total,347
12605,1995,VT,Vermont,Elementary Total,183
12606,1995,VT,Vermont,Masters Total,448
12607,1995,VT,Vermont,Other Total,514
12608,1995,VT,Vermont,PhD Total,9
12609,1995,VT,Vermont,SPED Total,86
12610,1995,VT,Vermont,State Total,804
12611,1995,VT,Vermont,STEM Total,21
12625,1995,WA,Washington,Bachelor Total,1584
12626,1995,WA,Washington,Elementary Total,532
12627,1995,WA,Washington,Masters Total,3303
12628,1995,WA,Washington,Other Total,4069
12629,1995,WA,Washington,PhD Total,81
12630,1995,WA,Washington,SPED Total,182
12631,1995,WA,Washington,State Total,4968
12632,1995,WA,Washington,STEM Total,185
12646,1995,WI,Wisconsin,Bachelor Total,2891
12647,1995,WI,Wisconsin,Elementary Total,1476
12648,1995,WI,Wisconsin,Masters Total,1880
12649,1995,WI,Wisconsin,Other Total,2719
12650,1995,WI,Wisconsin,PhD Total,94
12651,1995,WI,Wisconsin,SPED Total,504
12652,1995,WI,Wisconsin,State Total,4865
12653,1995,WI,Wisconsin,STEM Total,166
12667,1995,WV,West Virginia,Bachelor Total,1176
12668,1995,WV,West Virginia,Elementary Total,628
12669,1995,WV,West Virginia,Masters Total,844
12670,1995,WV,West Virginia,Other Total,1211
12671,1995,WV,West Virginia,PhD Total,77
12672,1995,WV,West Virginia,SPED Total,230
12673,1995,WV,West Virginia,State Total,2097
12674,1995,WV,West Virginia,STEM Total,28
12688,1995,WY,Wyoming,Bachelor Total,408
12689,1995,WY,Wyoming,Elementary Total,208
12690,1995,WY,Wyoming,Masters Total,72
12691,1995,WY,Wyoming,Other Total,189
12692,1995,WY,Wyoming,PhD Total,13
12693,1995,WY,Wyoming,SPED Total,36
12694,1995,WY,Wyoming,State Total,493
12695,1995,WY,Wyoming,STEM Total,60
12709,1996,AK,Alaska,Bachelor Total,263
12710,1996,AK,Alaska,Elementary Total,182
12711,1996,AK,Alaska,Masters Total,162
12712,1996,AK,Alaska,Other Total,233
12713,1996,AK,Alaska,PhD Total,0
12714,1996,AK,Alaska,SPED Total,8
12715,1996,AK,Alaska,State Total,425
12716,1996,AK,Alaska,STEM Total,2
12730,1996,AL,Alabama,Bachelor Total,3091
12731,1996,AL,Alabama,Elementary Total,2773
12732,1996,AL,Alabama,Masters Total,2799
12733,1996,AL,Alabama,Other Total,2555
12734,1996,AL,Alabama,PhD Total,129
12735,1996,AL,Alabama,SPED Total,513
12736,1996,AL,Alabama,State Total,6019
12737,1996,AL,Alabama,STEM Total,178
12751,1996,AR,Arkansas,Bachelor Total,1820
12752,1996,AR,Arkansas,Elementary Total,1112
12753,1996,AR,Arkansas,Masters Total,750
12754,1996,AR,Arkansas,Other Total,1135
12755,1996,AR,Arkansas,PhD Total,65
12756,1996,AR,Arkansas,SPED Total,248
12757,1996,AR,Arkansas,State Total,2635
12758,1996,AR,Arkansas,STEM Total,140
12772,1996,AZ,Arizona,Bachelor Total,2121
12773,1996,AZ,Arizona,Elementary Total,1847
12774,1996,AZ,Arizona,Masters Total,2115
12775,1996,AZ,Arizona,Other Total,1989
12776,1996,AZ,Arizona,PhD Total,161
12777,1996,AZ,Arizona,SPED Total,407
12778,1996,AZ,Arizona,State Total,4397
12779,1996,AZ,Arizona,STEM Total,154
12793,1996,CA, California,Bachelor Total,3478
12794,1996,CA, California,Elementary Total,1611
12795,1996,CA, California,Masters Total,7241
12796,1996,CA, California,Other Total,8948
12797,1996,CA, California,PhD Total,580
12798,1996,CA, California,SPED Total,488
12799,1996,CA, California,State Total,11299
12800,1996,CA, California,STEM Total,252
12814,1996,CO,Colorado,Bachelor Total,60
12815,1996,CO,Colorado,Elementary Total,144
12816,1996,CO,Colorado,Masters Total,1306
12817,1996,CO,Colorado,Other Total,1085
12818,1996,CO,Colorado,PhD Total,83
12819,1996,CO,Colorado,SPED Total,183
12820,1996,CO,Colorado,State Total,1449
12821,1996,CO,Colorado,STEM Total,37
12835,1996,CT,Connecticut,Bachelor Total,571
12836,1996,CT,Connecticut,Elementary Total,495
12837,1996,CT,Connecticut,Masters Total,1630
12838,1996,CT,Connecticut,Other Total,1355
12839,1996,CT,Connecticut,PhD Total,58
12840,1996,CT,Connecticut,SPED Total,317
12841,1996,CT,Connecticut,State Total,2259
12842,1996,CT,Connecticut,STEM Total,92
12856,1996,DE,Delaware,Bachelor Total,614
12857,1996,DE,Delaware,Elementary Total,467
12858,1996,DE,Delaware,Masters Total,293
12859,1996,DE,Delaware,Other Total,403
12860,1996,DE,Delaware,PhD Total,33
12861,1996,DE,Delaware,SPED Total,28
12862,1996,DE,Delaware,State Total,940
12863,1996,DE,Delaware,STEM Total,42
12877,1996,FL,Florida,Bachelor Total,5524
12878,1996,FL,Florida,Elementary Total,3748
12879,1996,FL,Florida,Masters Total,3572
12880,1996,FL,Florida,Other Total,3775
12881,1996,FL,Florida,PhD Total,526
12882,1996,FL,Florida,SPED Total,1423
12883,1996,FL,Florida,State Total,9622
12884,1996,FL,Florida,STEM Total,676
12898,1996,GA,Georgia,Bachelor Total,3824
12899,1996,GA,Georgia,Elementary Total,2221
12900,1996,GA,Georgia,Masters Total,2981
12901,1996,GA,Georgia,Other Total,3587
12902,1996,GA,Georgia,PhD Total,157
12903,1996,GA,Georgia,SPED Total,651
12904,1996,GA,Georgia,State Total,6962
12905,1996,GA,Georgia,STEM Total,503
12919,1996,HI,Hawaii,Bachelor Total,354
12920,1996,HI,Hawaii,Elementary Total,169
12921,1996,HI,Hawaii,Masters Total,184
12922,1996,HI,Hawaii,Other Total,313
12923,1996,HI,Hawaii,PhD Total,10
12924,1996,HI,Hawaii,SPED Total,22
12925,1996,HI,Hawaii,State Total,548
12926,1996,HI,Hawaii,STEM Total,44
12940,1996,IA,Iowa,Bachelor Total,2212
12941,1996,IA,Iowa,Elementary Total,1601
12942,1996,IA,Iowa,Masters Total,871
12943,1996,IA,Iowa,Other Total,1127
12944,1996,IA,Iowa,PhD Total,125
12945,1996,IA,Iowa,SPED Total,246
12946,1996,IA,Iowa,State Total,3208
12947,1996,IA,Iowa,STEM Total,234
12961,1996,ID,Idaho,Bachelor Total,846
12962,1996,ID,Idaho,Elementary Total,504
12963,1996,ID,Idaho,Masters Total,418
12964,1996,ID,Idaho,Other Total,668
12965,1996,ID,Idaho,PhD Total,33
12966,1996,ID,Idaho,SPED Total,41
12967,1996,ID,Idaho,State Total,1297
12968,1996,ID,Idaho,STEM Total,84
12982,1996,IL,Illinois,Bachelor Total,5698
12983,1996,IL,Illinois,Elementary Total,3631
12984,1996,IL,Illinois,Masters Total,6230
12985,1996,IL,Illinois,Other Total,6419
12986,1996,IL,Illinois,PhD Total,323
12987,1996,IL,Illinois,SPED Total,1090
12988,1996,IL,Illinois,State Total,12251
12989,1996,IL,Illinois,STEM Total,1111
13003,1996,IN,Indiana,Bachelor Total,3777
13004,1996,IN,Indiana,Elementary Total,2273
13005,1996,IN,Indiana,Masters Total,1646
13006,1996,IN,Indiana,Other Total,2655
13007,1996,IN,Indiana,PhD Total,115
13008,1996,IN,Indiana,SPED Total,338
13009,1996,IN,Indiana,State Total,5538
13010,1996,IN,Indiana,STEM Total,272
13024,1996,KS,Kansas,Bachelor Total,1931
13025,1996,KS,Kansas,Elementary Total,1283
13026,1996,KS,Kansas,Masters Total,1197
13027,1996,KS,Kansas,Other Total,1676
13028,1996,KS,Kansas,PhD Total,103
13029,1996,KS,Kansas,SPED Total,208
13030,1996,KS,Kansas,State Total,3231
13031,1996,KS,Kansas,STEM Total,64
13045,1996,KY,Kentucky,Bachelor Total,2280
13046,1996,KY,Kentucky,Elementary Total,1768
13047,1996,KY,Kentucky,Masters Total,1913
13048,1996,KY,Kentucky,Other Total,2010
13049,1996,KY,Kentucky,PhD Total,68
13050,1996,KY,Kentucky,SPED Total,334
13051,1996,KY,Kentucky,State Total,4261
13052,1996,KY,Kentucky,STEM Total,149
13066,1996,LA,Louisiana,Bachelor Total,2268
13067,1996,LA,Louisiana,Elementary Total,1430
13068,1996,LA,Louisiana,Masters Total,1254
13069,1996,LA,Louisiana,Other Total,1837
13070,1996,LA,Louisiana,PhD Total,64
13071,1996,LA,Louisiana,SPED Total,215
13072,1996,LA,Louisiana,State Total,3586
13073,1996,LA,Louisiana,STEM Total,104
13087,1996,MA,Massachusetts,Bachelor Total,1581
13088,1996,MA,Massachusetts,Elementary Total,1103
13089,1996,MA,Massachusetts,Masters Total,5262
13090,1996,MA,Massachusetts,Other Total,4999
13091,1996,MA,Massachusetts,PhD Total,231
13092,1996,MA,Massachusetts,SPED Total,476
13093,1996,MA,Massachusetts,State Total,7074
13094,1996,MA,Massachusetts,STEM Total,496
13108,1996,MD,Maryland,Bachelor Total,1525
13109,1996,MD,Maryland,Elementary Total,1118
13110,1996,MD,Maryland,Masters Total,1830
13111,1996,MD,Maryland,Other Total,1897
13112,1996,MD,Maryland,PhD Total,74
13113,1996,MD,Maryland,SPED Total,336
13114,1996,MD,Maryland,State Total,3429
13115,1996,MD,Maryland,STEM Total,78
13129,1996,ME,Maine,Bachelor Total,635
13130,1996,ME,Maine,Elementary Total,302
13131,1996,ME,Maine,Masters Total,291
13132,1996,ME,Maine,Other Total,477
13133,1996,ME,Maine,PhD Total,8
13134,1996,ME,Maine,SPED Total,121
13135,1996,ME,Maine,State Total,934
13136,1996,ME,Maine,STEM Total,34
13150,1996,MI,Michigan,Bachelor Total,3570
13151,1996,MI,Michigan,Elementary Total,2012
13152,1996,MI,Michigan,Masters Total,3043
13153,1996,MI,Michigan,Other Total,3378
13154,1996,MI,Michigan,PhD Total,187
13155,1996,MI,Michigan,SPED Total,815
13156,1996,MI,Michigan,State Total,6800
13157,1996,MI,Michigan,STEM Total,595
13171,1996,MN,Minnesota,Bachelor Total,2639
13172,1996,MN,Minnesota,Elementary Total,1655
13173,1996,MN,Minnesota,Masters Total,2286
13174,1996,MN,Minnesota,Other Total,2741
13175,1996,MN,Minnesota,PhD Total,119
13176,1996,MN,Minnesota,SPED Total,370
13177,1996,MN,Minnesota,State Total,5044
13178,1996,MN,Minnesota,STEM Total,278
13192,1996,MO,Missouri,Bachelor Total,3113
13193,1996,MO,Missouri,Elementary Total,1923
13194,1996,MO,Missouri,Masters Total,2218
13195,1996,MO,Missouri,Other Total,3040
13196,1996,MO,Missouri,PhD Total,127
13197,1996,MO,Missouri,SPED Total,359
13198,1996,MO,Missouri,State Total,5458
13199,1996,MO,Missouri,STEM Total,136
13213,1996,MS,Mississippi,Bachelor Total,1352
13214,1996,MS,Mississippi,Elementary Total,895
13215,1996,MS,Mississippi,Masters Total,1072
13216,1996,MS,Mississippi,Other Total,1342
13217,1996,MS,Mississippi,PhD Total,123
13218,1996,MS,Mississippi,SPED Total,213
13219,1996,MS,Mississippi,State Total,2547
13220,1996,MS,Mississippi,STEM Total,97
13234,1996,MT,Montana,Bachelor Total,772
13235,1996,MT,Montana,Elementary Total,474
13236,1996,MT,Montana,Masters Total,230
13237,1996,MT,Montana,Other Total,445
13238,1996,MT,Montana,PhD Total,12
13239,1996,MT,Montana,SPED Total,49
13240,1996,MT,Montana,State Total,1014
13241,1996,MT,Montana,STEM Total,46
13242,1996,NAT,National Total,Bachelor Total,105210
13243,1996,NAT,National Total,Elementary Total,67756
13244,1996,NAT,National Total,Masters Total,104361
13245,1996,NAT,National Total,Other Total,115421
13246,1996,NAT,National Total,PhD Total,6210
13247,1996,NAT,National Total,SPED Total,21265
13248,1996,NAT,National Total,State Total,215781
13249,1996,NAT,National Total,STEM Total,11339
13263,1996,NC,North Carolina,Bachelor Total,3243
13264,1996,NC,North Carolina,Elementary Total,1640
13265,1996,NC,North Carolina,Masters Total,1838
13266,1996,NC,North Carolina,Other Total,2503
